,description,type,id,ontology_type,orthodb_id,name,count,obsolete_term,ancestor_terms
164,Splicing factor 3B subunit 1,interpro,IPR015016,interpro_domains,63697at33208,IPR015016,195.0,,
165,T: Signal transduction mechanisms,text,T,functional_category,64435at33208,,,,
166,"L: Replication, recombination and repair",text,L,functional_category,64435at33208,,,,
167,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,64435at33208,,,,
168,binding,GeneOntology,GO:0005488,molecular_function,64435at33208,GO:0005488,43.0,False,"GO:0005488,GO:0003674"
169,Armadillo-type fold,interpro,IPR016024,interpro_domains,64435at33208,IPR016024,107.0,,
170,Domain of unknown function DUF4042,interpro,IPR025283,interpro_domains,64435at33208,IPR025283,99.0,,
171,Armadillo-like helical,interpro,IPR011989,interpro_domains,64435at33208,IPR011989,93.0,,
172,E: Amino acid transport and metabolism,text,E,functional_category,65302at33208,,,,
173,I: Lipid transport and metabolism,text,I,functional_category,65302at33208,,,,
174,H: Coenzyme transport and metabolism,text,H,functional_category,65302at33208,,,,
175,nucleic acid binding,GeneOntology,GO:0003676,molecular_function,65302at33208,GO:0003676,151.0,False,"GO:0003676,GO:1901363,GO:0097159,GO:0005488,GO:0003674"
176,DNA damage-binding protein 1,interpro,IPR031297,interpro_domains,65302at33208,IPR031297,160.0,,
177,WD40/YVTN repeat-like-containing domain superfamily,interpro,IPR015943,interpro_domains,65302at33208,IPR015943,157.0,,
178,"Cleavage/polyadenylation specificity factor, A subunit, C-terminal",interpro,IPR004871,interpro_domains,65302at33208,IPR004871,151.0,,
179,DNA repair,GeneOntology,GO:0006281,biological_process,65302at33208,GO:0006281,163.0,False,"GO:0090304,GO:0006281,GO:0008150,GO:1901360,GO:0008152,GO:0006974,GO:0006259,GO:0044238,GO:0006139,GO:0044237,GO:0006950,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0006807,GO:0051716,GO:0033554,GO:0034641,GO:0071704,GO:0050896"
180,nucleus,GeneOntology,GO:0005634,cellular_component,65302at33208,GO:0005634,166.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
181,spliceosomal complex,GeneOntology,GO:0005681,cellular_component,66018at33208,GO:0005681,153.0,False,"GO:0005634,GO:0043229,GO:0140513,GO:0043231,GO:0005681,GO:0032991,GO:0110165,GO:1990904,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
182,nucleus,GeneOntology,GO:0005634,cellular_component,66018at33208,GO:0005634,109.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
183,,GeneOntology,GO:0000398,unclassified GO terms,66018at33208,GO:0000398,173.0,False,"GO:0090304,GO:0008150,GO:0008380,GO:1901360,GO:0008152,GO:0006396,GO:0006397,GO:0044238,GO:0006139,GO:0044237,GO:0009987,GO:0000377,GO:0000398,GO:0000375,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0016071,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
184,CWF11 family,interpro,IPR026300,interpro_domains,66018at33208,IPR026300,126.0,,
185,P-loop containing nucleoside triphosphate hydrolase,interpro,IPR027417,interpro_domains,66018at33208,IPR027417,123.0,,
186,"Intron-binding protein aquarius, N-terminal",interpro,IPR032174,interpro_domains,66018at33208,IPR032174,120.0,,
187,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,75406at33208,,,,
188,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,75406at33208,,,,
189,T: Signal transduction mechanisms,text,T,functional_category,75406at33208,,,,
190,,GeneOntology,GO:0005515,unclassified GO terms,75406at33208,GO:0005515,50.0,False,"GO:0005515,GO:0005488,GO:0003674"
191,Tetratricopeptide-like helical domain superfamily,interpro,IPR011990,interpro_domains,75406at33208,IPR011990,130.0,,
192,Tetratricopeptide repeat,interpro,IPR019734,interpro_domains,75406at33208,IPR019734,130.0,,
193,Tetratricopeptide repeat-containing domain,interpro,IPR013026,interpro_domains,75406at33208,IPR013026,128.0,,
194,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,76852at33208,,,,
195,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,76852at33208,,,,
196,T: Signal transduction mechanisms,text,T,functional_category,76852at33208,,,,
197,"TRAPP III complex, Trs85",interpro,IPR024420,interpro_domains,76852at33208,IPR024420,130.0,,
198,Golgi organization,GeneOntology,GO:0007030,biological_process,76852at33208,GO:0007030,43.0,False,"GO:0008150,GO:0007030,GO:0016043,GO:0071840,GO:0006996,GO:0009987,GO:0010256"
199,TRAPP complex,GeneOntology,GO:0030008,cellular_component,76852at33208,GO:0030008,44.0,False,"GO:0030008,GO:0140535,GO:0032991,GO:0099023,GO:0005575"
200,T: Signal transduction mechanisms,text,T,functional_category,84980at33208,,,,
201,"L: Replication, recombination and repair",text,L,functional_category,84980at33208,,,,
202,,GeneOntology,GO:0030234,unclassified GO terms,84980at33208,GO:0030234,160.0,False,"GO:0098772,GO:0003824,GO:0030234,GO:0003674"
203,,GeneOntology,GO:0050790,unclassified GO terms,84980at33208,GO:0050790,147.0,False,"GO:0065007,GO:0008150,GO:0003824,GO:0050790,GO:0003674,GO:0065009"
204,26S Proteasome non-ATPase regulatory subunit 1,interpro,IPR035266,interpro_domains,84980at33208,IPR035266,148.0,,
205,Armadillo-like helical,interpro,IPR011989,interpro_domains,84980at33208,IPR011989,142.0,,
206,Armadillo-type fold,interpro,IPR016024,interpro_domains,84980at33208,IPR016024,140.0,,
207,Proteasome/cyclosome repeat,interpro,IPR002015,interpro_domains,84980at33208,IPR002015,132.0,,
208,"26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit",interpro,IPR016642,interpro_domains,84980at33208,IPR016642,120.0,,
209,regulation of protein catabolic process,GeneOntology,GO:0042176,biological_process,84980at33208,GO:0042176,130.0,False,"GO:0065007,GO:0008150,GO:0019538,GO:0060255,GO:0009057,GO:0009056,GO:0030163,GO:0008152,GO:1901565,GO:0042176,GO:1901564,GO:1901575,GO:0051171,GO:0009894,GO:0044238,GO:0051246,GO:0043170,GO:0006807,GO:0019222,GO:0080090,GO:0071704,GO:0050789"
210,proteasome complex,GeneOntology,GO:0000502,cellular_component,84980at33208,GO:0000502,154.0,False,"GO:1902494,GO:0140535,GO:1905369,GO:1905368,GO:0032991,GO:0000502,GO:0005575"
211,"proteasome regulatory particle, base subcomplex",GeneOntology,GO:0008540,cellular_component,84980at33208,GO:0008540,115.0,False,"GO:1902494,GO:1905369,GO:0008540,GO:0140535,GO:1905368,GO:0005838,GO:0022624,GO:0032991,GO:0000502,GO:0110165,GO:0005575,GO:0005622"
212,proteasome accessory complex,GeneOntology,GO:0022624,cellular_component,84980at33208,GO:0022624,108.0,False,"GO:1902494,GO:1905369,GO:0140535,GO:1905368,GO:0032991,GO:0000502,GO:0022624,GO:0110165,GO:0005575,GO:0005622"
213,T: Signal transduction mechanisms,text,T,functional_category,88053at33208,,,,
214,"U: Intracellular trafficking, secretion, and vesicular transport",text,U,functional_category,88053at33208,,,,
215,,GeneOntology,GO:0015031,unclassified GO terms,88053at33208,GO:0015031,141.0,False,"GO:0008150,GO:0071705,GO:0070727,GO:0015031,GO:0008104,GO:0006810,GO:0009987,GO:0045184,GO:0051641,GO:0051179,GO:0051234,GO:0033036,GO:0071702"
216,,GeneOntology,GO:0006887,unclassified GO terms,88053at33208,GO:0006887,140.0,False,"GO:0008150,GO:0046903,GO:0051179,GO:0016192,GO:0051234,GO:0006810,GO:0140352,GO:0006887,GO:0009987,GO:0032940"
217,Exocyst complex component EXOC2/Sec5,interpro,IPR029175,interpro_domains,88053at33208,IPR029175,143.0,,
218,Immunoglobulin-like fold,interpro,IPR013783,interpro_domains,88053at33208,IPR013783,139.0,,
219,Immunoglobulin E-set,interpro,IPR014756,interpro_domains,88053at33208,IPR014756,137.0,,
220,IPT domain,interpro,IPR002909,interpro_domains,88053at33208,IPR002909,135.0,,
221,Golgi to plasma membrane transport,GeneOntology,GO:0006893,biological_process,88053at33208,GO:0006893,159.0,False,"GO:0008150,GO:0051641,GO:0051234,GO:0051179,GO:0016192,GO:0098876,GO:0006893,GO:0006892,GO:0051668,GO:0006810,GO:0048193,GO:0009987"
222,exocyst assembly,GeneOntology,GO:0001927,biological_process,88053at33208,GO:0001927,144.0,False,"GO:0008150,GO:0043933,GO:0046903,GO:0022406,GO:0065003,GO:0022607,GO:0006810,GO:0006887,GO:0009987,GO:0044085,GO:0051640,GO:0016192,GO:0051179,GO:0051234,GO:0140029,GO:0048278,GO:0006904,GO:0016043,GO:0071840,GO:0001927,GO:0140352,GO:0140056,GO:0032940"
223,exocyst,GeneOntology,GO:0000145,cellular_component,88053at33208,GO:0000145,171.0,False,"GO:0005737,GO:0005938,GO:0032991,GO:0110165,GO:0099023,GO:0005575,GO:0005622,GO:0071944,GO:0000145"
224,T: Signal transduction mechanisms,text,T,functional_category,92367at33208,,,,
225,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,92367at33208,,,,
226,WD40/YVTN repeat-like-containing domain superfamily,interpro,IPR015943,interpro_domains,92367at33208,IPR015943,126.0,,
227,WD40 repeat,interpro,IPR001680,interpro_domains,92367at33208,IPR001680,120.0,,
228,WD40-repeat-containing domain superfamily,interpro,IPR036322,interpro_domains,92367at33208,IPR036322,113.0,,
229,WD40-repeat-containing domain,interpro,IPR017986,interpro_domains,92367at33208,IPR017986,105.0,,
230,regulation of autophagy of mitochondrion,GeneOntology,GO:1903146,biological_process,92367at33208,GO:1903146,54.0,False,"GO:1903146,GO:0009056,GO:0033043,GO:1903008,GO:0009894,GO:0044237,GO:0061919,GO:0050794,GO:0006914,GO:0019222,GO:0051128,GO:0065007,GO:0008150,GO:0008152,GO:0061726,GO:0006996,GO:0000422,GO:0044248,GO:0022411,GO:0009987,GO:0007005,GO:0031329,GO:0010506,GO:0016043,GO:0071840,GO:0010821,GO:0050789,GO:0031323"
231,positive regulation of rRNA processing,GeneOntology,GO:2000234,biological_process,92367at33208,GO:2000234,54.0,False,"GO:0034470,GO:0019219,GO:1901360,GO:0009893,GO:0051173,GO:0042254,GO:0006364,GO:0051171,GO:0044238,GO:0044237,GO:0048518,GO:0043170,GO:0046483,GO:0016070,GO:0044085,GO:0050794,GO:0048522,GO:0016072,GO:2000234,GO:0019222,GO:2000232,GO:0034641,GO:0090304,GO:0065007,GO:0008150,GO:0045935,GO:0060255,GO:0034660,GO:0008152,GO:0006396,GO:0022613,GO:0006139,GO:0009987,GO:0006725,GO:0010604,GO:0051254,GO:0006807,GO:0051252,GO:0010468,GO:0010467,GO:0071840,GO:0031325,GO:0071704,GO:0050789,GO:0080090,GO:0031323"
232,positive regulation of protein targeting to mitochondrion,GeneOntology,GO:1903955,biological_process,92367at33208,GO:1903955,54.0,False,"GO:0070727,GO:0015031,GO:0008104,GO:0051050,GO:0006886,GO:0048518,GO:0051049,GO:0051641,GO:0050794,GO:0006839,GO:0048522,GO:0070201,GO:0051649,GO:0065007,GO:0008150,GO:0032880,GO:0046907,GO:1903533,GO:1903214,GO:0006810,GO:0045184,GO:0006605,GO:0051179,GO:0032879,GO:0016043,GO:0071840,GO:0072655,GO:0033365,GO:0060341,GO:0090316,GO:1904951,GO:1903749,GO:1903747,GO:0051222,GO:0051223,GO:0070585,GO:0032388,GO:0033157,GO:0032386,GO:0033036,GO:0071705,GO:0006996,GO:0009987,GO:1903955,GO:0007005,GO:0006626,GO:1903829,GO:0072594,GO:0051234,GO:0050789,GO:0071702"
233,positive regulation of transcription by RNA polymerase I,GeneOntology,GO:0045943,biological_process,92367at33208,GO:0045943,54.0,False,"GO:0006360,GO:0051173,GO:0051171,GO:0044238,GO:0044237,GO:0048518,GO:0050794,GO:0048522,GO:0045893,GO:0065007,GO:0090304,GO:1902680,GO:2001141,GO:0008150,GO:0045935,GO:0008152,GO:0044249,GO:0009889,GO:0006139,GO:0006725,GO:0006807,GO:0051254,GO:0051252,GO:0010468,GO:0034654,GO:0010467,GO:0097659,GO:0019438,GO:0019219,GO:1901360,GO:0009893,GO:1901362,GO:0009891,GO:0009059,GO:0009058,GO:1903506,GO:0045943,GO:0043170,GO:0046483,GO:0016070,GO:0018130,GO:0010556,GO:0019222,GO:0010557,GO:0034641,GO:0060255,GO:0006351,GO:1901576,GO:0006355,GO:0009987,GO:0006356,GO:1903508,GO:0044271,GO:0031328,GO:0010604,GO:0032774,GO:0031325,GO:0071704,GO:0050789,GO:0031326,GO:0080090,GO:0031323"
234,nucleolus,GeneOntology,GO:0005730,cellular_component,92367at33208,GO:0005730,56.0,False,"GO:0043229,GO:0043233,GO:0043232,GO:0110165,GO:0005730,GO:0043226,GO:0005575,GO:0043228,GO:0005622,GO:0043227,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
235,WASH complex,GeneOntology,GO:0071203,cellular_component,99614at33208,GO:0071203,180.0,False,"GO:0005737,GO:0032991,GO:0071203,GO:0110165,GO:0005575,GO:0005622"
236,"WASH complex, subunit strumpellin",interpro,IPR019393,interpro_domains,99614at33208,IPR019393,137.0,,
237,T: Signal transduction mechanisms,text,T,functional_category,99987at33208,,,,
238,"L: Replication, recombination and repair",text,L,functional_category,99987at33208,,,,
239,WD40 repeat,interpro,IPR001680,interpro_domains,99987at33208,IPR001680,157.0,,
240,WD40/YVTN repeat-like-containing domain superfamily,interpro,IPR015943,interpro_domains,99987at33208,IPR015943,157.0,,
241,WD40-repeat-containing domain,interpro,IPR017986,interpro_domains,99987at33208,IPR017986,157.0,,
242,"WD40 repeat, conserved site",interpro,IPR019775,interpro_domains,99987at33208,IPR019775,145.0,,
243,"Small-subunit processome, Utp12",interpro,IPR007148,interpro_domains,99987at33208,IPR007148,143.0,,
244,G-protein beta WD-40 repeat,interpro,IPR020472,interpro_domains,99987at33208,IPR020472,135.0,,
245,WD40-repeat-containing domain superfamily,interpro,IPR036322,interpro_domains,99987at33208,IPR036322,129.0,,
246,E: Amino acid transport and metabolism,text,E,functional_category,102804at33208,,,,
247,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,102804at33208,,,,
248,C: Energy production and conversion,text,C,functional_category,102804at33208,,,,
249,V: Defense mechanisms,text,V,functional_category,102804at33208,,,,
250,FACT complex,GeneOntology,GO:0035101,cellular_component,102804at33208,GO:0035101,140.0,False,"GO:0043229,GO:0035101,GO:0008023,GO:0043233,GO:0043232,GO:0005694,GO:0043226,GO:0110165,GO:0000785,GO:0005575,GO:0005622,GO:0043228,GO:0005654,GO:0043227,GO:0005634,GO:0140513,GO:0070013,GO:0043231,GO:0031981,GO:0032991,GO:0031974"
251,FACT complex subunit Spt16p/Cdc68p,interpro,IPR013953,interpro_domains,102804at33208,IPR013953,159.0,,
252,PH-like domain superfamily,interpro,IPR011993,interpro_domains,102804at33208,IPR011993,158.0,,
253,Domain of unknown function DUF1747,interpro,IPR013719,interpro_domains,102804at33208,IPR013719,157.0,,
254,Creatinase/aminopeptidase-like,interpro,IPR036005,interpro_domains,102804at33208,IPR036005,156.0,,
255,Peptidase M24,interpro,IPR000994,interpro_domains,102804at33208,IPR000994,155.0,,
256,"FACT complex subunit Spt16, N-terminal lobe domain",interpro,IPR029148,interpro_domains,102804at33208,IPR029148,153.0,,
257,"Creatinase/Aminopeptidase P/Spt16, N-terminal",interpro,IPR029149,interpro_domains,102804at33208,IPR029149,153.0,,
258,FACT complex subunit SPT16,interpro,IPR033825,interpro_domains,102804at33208,IPR033825,144.0,,
259,T: Signal transduction mechanisms,text,T,functional_category,103854at33208,,,,
260,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,103854at33208,,,,
261,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,103854at33208,,,,
262,,GeneOntology,GO:0006886,unclassified GO terms,103854at33208,GO:0006886,145.0,False,"GO:0008150,GO:0071705,GO:0070727,GO:0046907,GO:0015031,GO:0008104,GO:0006886,GO:0110165,GO:0006810,GO:0005575,GO:0009987,GO:0005622,GO:0045184,GO:0051641,GO:0051179,GO:0051234,GO:0033036,GO:0051649,GO:0071702"
263,,GeneOntology,GO:0016192,unclassified GO terms,103854at33208,GO:0016192,145.0,False,"GO:0008150,GO:0016192,GO:0051234,GO:0051179,GO:0006810"
264,,GeneOntology,GO:0046907,unclassified GO terms,103854at33208,GO:0046907,97.0,False,"GO:0008150,GO:0051641,GO:0051179,GO:0051234,GO:0046907,GO:0051649,GO:0110165,GO:0006810,GO:0005575,GO:0009987,GO:0005622"
265,,GeneOntology,GO:0042144,unclassified GO terms,103854at33208,GO:0042144,92.0,False,"GO:0008150,GO:0048284,GO:0097576,GO:0007033,GO:0016043,GO:0042144,GO:0071840,GO:0006996,GO:0009987"
266,,GeneOntology,GO:0031410,unclassified GO terms,103854at33208,GO:0031410,82.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0031410,GO:0031982,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0097708,GO:0043227"
267,,GeneOntology,GO:0015031,unclassified GO terms,103854at33208,GO:0015031,82.0,False,"GO:0008150,GO:0071705,GO:0070727,GO:0015031,GO:0008104,GO:0006810,GO:0009987,GO:0045184,GO:0051641,GO:0051179,GO:0051234,GO:0033036,GO:0071702"
268,"Clathrin, heavy chain/VPS, 7-fold repeat",interpro,IPR000547,interpro_domains,103854at33208,IPR000547,129.0,,
269,Tetratricopeptide-like helical domain superfamily,interpro,IPR011990,interpro_domains,103854at33208,IPR011990,127.0,,
270,WD40-repeat-containing domain superfamily,interpro,IPR036322,interpro_domains,103854at33208,IPR036322,125.0,,
271,WD40/YVTN repeat-like-containing domain superfamily,interpro,IPR015943,interpro_domains,103854at33208,IPR015943,121.0,,
272,"Zinc finger, RING-type",interpro,IPR001841,interpro_domains,103854at33208,IPR001841,90.0,,
273,Vacuolar protein sorting-associated protein 41,interpro,IPR016902,interpro_domains,103854at33208,IPR016902,88.0,,
274,regulation of SNARE complex assembly,GeneOntology,GO:0035542,biological_process,103854at33208,GO:0035542,92.0,False,"GO:0035542,GO:0022607,GO:0090174,GO:0044085,GO:0016192,GO:0048284,GO:0050794,GO:0044087,GO:0016050,GO:0051128,GO:0065007,GO:0061024,GO:0008150,GO:0043933,GO:0061025,GO:0065003,GO:0035493,GO:0043254,GO:0006996,GO:0006810,GO:0009987,GO:0051234,GO:0051179,GO:0006906,GO:0016043,GO:0071840,GO:0050789"
275,late endosome,GeneOntology,GO:0005770,cellular_component,103854at33208,GO:0005770,108.0,False,"GO:0043229,GO:0005770,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227,GO:0005768,GO:0005737,GO:0043231,GO:0031410,GO:0031982,GO:0012505,GO:0097708"
276,HOPS complex,GeneOntology,GO:0030897,cellular_component,103854at33208,GO:0030897,106.0,False,"GO:0098796,GO:0016020,GO:0032991,GO:0110165,GO:0005575,GO:0099023,GO:0030897"
277,early endosome,GeneOntology,GO:0005769,cellular_component,103854at33208,GO:0005769,99.0,False,"GO:0043229,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227,GO:0005769,GO:0005768,GO:0005737,GO:0043231,GO:0012505,GO:0031982,GO:0031410,GO:0097708"
278,endosome membrane,GeneOntology,GO:0010008,cellular_component,103854at33208,GO:0010008,97.0,False,"GO:0043229,GO:0043226,GO:0110165,GO:0005575,GO:0031090,GO:0005622,GO:0043227,GO:0030659,GO:0005768,GO:0005737,GO:0043231,GO:0098588,GO:0012506,GO:0016020,GO:0031410,GO:0031982,GO:0012505,GO:0010008,GO:0097708"
279,clathrin-coated vesicle,GeneOntology,GO:0030136,cellular_component,103854at33208,GO:0030136,97.0,False,"GO:0043229,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227,GO:0005737,GO:0043231,GO:0031982,GO:0031410,GO:0030136,GO:0030135,GO:0097708"
280,lysosome,GeneOntology,GO:0005764,cellular_component,103854at33208,GO:0005764,82.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0110165,GO:0043226,GO:0005773,GO:0005575,GO:0000323,GO:0005622,GO:0005764,GO:0043227"
281,Golgi apparatus,GeneOntology,GO:0005794,cellular_component,103854at33208,GO:0005794,82.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0012505,GO:0005794,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
282,endosome,GeneOntology,GO:0005768,cellular_component,103854at33208,GO:0005768,82.0,False,"GO:0043229,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227,GO:0005768,GO:0005737,GO:0043231,GO:0012505,GO:0031982,GO:0031410,GO:0097708"
283,,GeneOntology,GO:0000398,unclassified GO terms,107151at33208,GO:0000398,180.0,False,"GO:0090304,GO:0008150,GO:0008380,GO:1901360,GO:0008152,GO:0006396,GO:0006397,GO:0044238,GO:0006139,GO:0044237,GO:0009987,GO:0000377,GO:0000398,GO:0000375,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0016071,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
